    0.000    0.000   0.0000000E+00   0.0000000E+00   0.1500000E+01   0.0000000E+00  1.000  0.000
    0.000    0.000   0.1000000E+00   0.0000000E+00   0.1500000E+01   0.0000000E+00  1.000  0.000
    0.000    0.000   0.2000000E+00   0.0000000E+00   0.1500000E+01   0.0000000E+00  1.000  0.000
    0.000    0.000   0.3000000E+00   0.0000000E+00   0.1500000E+01   0.0000000E+00  1.000  0.000
    0.000    0.000   0.4000000E+00   0.0000000E+00   0.1500000E+01   0.0000000E+00  1.000  0.000
    0.000    0.000   0.5000000E+00   0.0000000E+00   0.1500000E+01   0.0000000E+00  1.000  0.000
    0.000    0.000   0.6000000E+00   0.0000000E+00   0.1500000E+01   0.0000000E+00  1.000  0.000
    0.000    0.000   0.7000000E+00   0.0000000E+00   0.1500000E+01   0.0000000E+00  1.000  0.000
    0.000    0.000   0.8000000E+00   0.0000000E+00   0.1500000E+01   0.0000000E+00  1.000  0.000
    0.000    0.000   0.9000000E+00   0.0000000E+00   0.1500000E+01   0.0000000E+00  1.000  0.000
    0.000    0.000   0.1000000E+01   0.0000000E+00   0.1500000E+01   0.0000000E+00  1.000  0.000
    0.000    0.000   0.1100000E+01   0.0000000E+00   0.1500000E+01   0.0000000E+00  1.000  0.000
    0.000    0.000   0.1200000E+01   0.0000000E+00   0.1500000E+01   0.0000000E+00  1.000  0.000
    0.000    0.000   0.1300000E+01   0.0000000E+00   0.1500000E+01   0.0000000E+00  1.000  0.000
    0.000    0.000   0.1400000E+01   0.0000000E+00   0.1500000E+01   0.0000000E+00  1.000  0.000
    0.000    0.000   0.1500000E+01   0.0000000E+00   0.1500000E+01   0.0000000E+00  1.000  0.000
   50.816  945.858   0.1600000E+01   0.1419655E+00   0.1500000E+01   0.3686495E+01  0.519  0.000
   77.722  911.749   0.1700000E+01   0.2151055E+00   0.1500000E+01   0.5122555E+01  0.543  0.000
   96.644  876.061   0.1800000E+01   0.2728362E+00   0.1500000E+01   0.6178336E+01  0.559  0.000
  110.929  843.377   0.1900000E+01   0.3221289E+00   0.1500000E+01   0.7065551E+01  0.570  0.000
  122.253  814.109   0.2000000E+01   0.3660484E+00   0.1500000E+01   0.7855624E+01  0.577  0.000
  131.527  787.891   0.2100000E+01   0.4059997E+00   0.1500000E+01   0.8581747E+01  0.583  0.000
  139.297  764.281   0.2200000E+01   0.4427192E+00   0.1500000E+01   0.9262285E+01  0.586  0.000
  145.912  742.891   0.2300000E+01   0.4766540E+00   0.1500000E+01   0.9908570E+01  0.587  0.000
  151.074  724.456   0.2400000E+01   0.5036712E+00   0.1500000E+01   0.1052828E+02  0.239  0.001
  151.486  715.466   0.2500000E+01   0.4938779E+00   0.1500000E+01   0.1113777E+02  0.238  0.015
  151.884  706.675   0.2600000E+01   0.4845176E+00   0.1500000E+01   0.1174560E+02  0.237  0.028
  152.269  698.070   0.2700000E+01   0.4755548E+00   0.1500000E+01   0.1235189E+02  0.236  0.041
